field	filter	public_value	code	swedish	english	synonyms	ices_biology	ices_physical_and_chemical	bodc_nerc	darwincore	comments	source	edmo	ices	nerc_name	nerc_id
analysis_method_code		SPEC	SPEC	Spektrofotometri	Spectrophotometry	Spektrofotometri (UV/Vis)<or>Spektrofotometer<or>Spektrofotometrisk bestämning efter extraktion med etanol.<or>Spektrofotometrisk bestämning av CDOM (färgat löst organiskt material).<or>Spektrofotometrisk best. metylenblått						translate_METOA				
analysis_method_code		SPEC-IR	SPEC-IR	Spektrofotometri - infraröd	Spectrophotometry - infrared							translate_METOA				
analysis_method_code		THR	THR	Termometer / temperaturanordning	Thermometer / temperature device	Termometer						translate_METOA				
analysis_method_code		TITR	TITR	Titreringsmetod	Titration method	Titrimetrisk<or>Titrering<or>titrimetri<or>Titrimetri						translate_METOA				
analysis_method_code		UTM	UTM	Utermöhl-teknik	Utermöhl technique							translate_METOA				
analysis_method_code		WINK	WINK	Bestämning av löst syre med hjälp av Winkler-titrering	Determination of dissolved oxygen by Winkler titration	Winkleranalys<or>Winkler<or>WNK						translate_METOA				
analysis_method_code		WSV	WSV	Våt siktning	Wet sieving							translate_METOA				
analysis_method_code						S<or>INS<or>F						translate_METOA				
#NOT_DEFINED_METST		AWT	AWT	Omgivande vattentemperatur	Ambient water temperature							translate_METST				
#NOT_DEFINED_METST		DF20	DF20	Djupfrysning -20 grader Celsius	Deep freeze -20 degrees Celsius							translate_METST				
#NOT_DEFINED_METST		DF70	DF70	Djupfrysning -70 grader Celsius	Deep freeze -70 degrees Celsius							translate_METST				
#NOT_DEFINED_METST		FR	FR	Frusen	Frozen							translate_METST				
#NOT_DEFINED_METST		LN	LN	Flytande kväve	Liquid nitrogen							translate_METST				
#NOT_DEFINED_METST		nan		Ej tillämpligt	Not applicable							translate_METST				
#NOT_DEFINED_METST		RD	RD	Rumstemperatur i mörker	Room temperature in dark							translate_METST				
#NOT_DEFINED_METST		RF	RF	Kylskåp	Refrigerator							translate_METST				
#NOT_DEFINED_METST		RT	RT	Rumstemperatur	Room temperature							translate_METST				
analytical_laboratory_accreditated		Y	Y	Ja	Yes	YES<or>yes<or>Yes<or>ja<or>Ja<or>JA<or>j<or>J<or>y<or>1						translate_miscellaneous				
analytical_laboratory_accreditated		N	N	Nej	No	NO<or>no<or>No<or>nej<or>Nej<or>NEJ<or>n<or>0						translate_miscellaneous				
bitemark	delivery_datatype=Epibenthos	Y	Y	Ja	Yes	YES<or>yes<or>Yes<or>ja<or>Ja<or>JA<or>j<or>J<or>y<or>1						translate_miscellaneous				
bitemark	delivery_datatype=Epibenthos	N	N	Nej	No	NO<or>no<or>No<or>nej<or>Nej<or>NEJ<or>n<or>0						translate_miscellaneous				
detached	delivery_datatype=Epibenthos	Y	Y	Ja	Yes	YES<or>yes<or>Yes<or>ja<or>Ja<or>JA<or>j<or>J<or>y<or>1						translate_miscellaneous				
detached	delivery_datatype=Epibenthos	N	N	Nej	No	NO<or>no<or>No<or>nej<or>Nej<or>NEJ<or>n<or>0						translate_miscellaneous				
epibiont	delivery_datatype=Epibenthos	Y	Y	Ja	Yes	YES<or>yes<or>Yes<or>ja<or>Ja<or>JA<or>j<or>J<or>y<or>1						translate_miscellaneous				
epibiont	delivery_datatype=Epibenthos	N	N	Nej	No	NO<or>no<or>No<or>nej<or>Nej<or>NEJ<or>n<or>0						translate_miscellaneous				
matrix_analysed_code		W	W			w						translate_miscellaneous				
method_calculation_uncertainty		U2	U2			Utvidgad mätosäkerhet. Täckningsfaktor 2, konfidensnivå 95%						translate_miscellaneous				
QFLAG Alkalinity	delivery_datatype=Physical and Chemical					A						translate_miscellaneous				
QFLAG Alkalinity_2	delivery_datatype=Physical and Chemical					A						translate_miscellaneous				
QFLAG Aluminium	delivery_datatype=Physical and Chemical					A						translate_miscellaneous				
QFLAG Ammonium NH4-N	delivery_datatype=Physical and Chemical					A						translate_miscellaneous				
QFLAG Chlorophyll-a bottle	delivery_datatype=Physical and Chemical					A						translate_miscellaneous				
QFLAG Coloured dissolved organic matter CDOM	delivery_datatype=Physical and Chemical					A						translate_miscellaneous				
QFLAG Conductivity CTD	delivery_datatype=Physical and Chemical					A						translate_miscellaneous				
QFLAG Conductivity_25 bottle	delivery_datatype=Physical and Chemical					A						translate_miscellaneous				
QFLAG Current direction	delivery_datatype=Physical and Chemical					A						translate_miscellaneous				
QFLAG Current velocity	delivery_datatype=Physical and Chemical					A						translate_miscellaneous				
QFLAG Dissolved oxygen O2 bottle	delivery_datatype=Physical and Chemical					A						translate_miscellaneous				
QFLAG Dissolved oxygen O2 CTD	delivery_datatype=Physical and Chemical					A						translate_miscellaneous				
QFLAG Dissovled organic carbon DOC	delivery_datatype=Physical and Chemical					A						translate_miscellaneous				
QFLAG Humus	delivery_datatype=Physical and Chemical					A						translate_miscellaneous				
QFLAG Hydrogen sulphide H2S	delivery_datatype=Physical and Chemical					A						translate_miscellaneous				
QFLAG Lignin	delivery_datatype=Physical and Chemical					A						translate_miscellaneous				
QFLAG Nitrate NO3-N	delivery_datatype=Physical and Chemical					A						translate_miscellaneous				
QFLAG Nitrite NO2-N	delivery_datatype=Physical and Chemical					A						translate_miscellaneous				
QFLAG Nitrite+Nitrate NO2+NO3-N	delivery_datatype=Physical and Chemical					A						translate_miscellaneous				
QFLAG Particulate organic carbon POC	delivery_datatype=Physical and Chemical					A						translate_miscellaneous				
QFLAG Particulate organic nitrogen PON	delivery_datatype=Physical and Chemical					A						translate_miscellaneous				
QFLAG pH	delivery_datatype=Physical and Chemical					A						translate_miscellaneous				
QFLAG pH Laboratory	delivery_datatype=Physical and Chemical					A						translate_miscellaneous				
QFLAG Phosphate PO4-P	delivery_datatype=Physical and Chemical					A						translate_miscellaneous				
QFLAG Pressure CTD	delivery_datatype=Physical and Chemical					A						translate_miscellaneous				
QFLAG Salinity bottle	delivery_datatype=Physical and Chemical					A						translate_miscellaneous				
QFLAG Salinity CTD	delivery_datatype=Physical and Chemical					A						translate_miscellaneous				
QFLAG Secchi depth	delivery_datatype=Physical and Chemical					A						translate_miscellaneous				
QFLAG Silicate SiO3-Si	delivery_datatype=Physical and Chemical					A						translate_miscellaneous				
QFLAG Temperature bottle	delivery_datatype=Physical and Chemical					A						translate_miscellaneous				
QFLAG Temperature CTD	delivery_datatype=Physical and Chemical					A						translate_miscellaneous				
QFLAG Temperature pH Laboratory	delivery_datatype=Physical and Chemical					A						translate_miscellaneous				
QFLAG Total Nitrogen Tot-N	delivery_datatype=Physical and Chemical					A						translate_miscellaneous				
QFLAG Total organic carbon TOC	delivery_datatype=Physical and Chemical					A						translate_miscellaneous				
QFLAG Total phosphorus Tot-P	delivery_datatype=Physical and Chemical					A						translate_miscellaneous				
QFLAG Urea	delivery_datatype=Physical and Chemical					A						translate_miscellaneous				
QFLAG Yellow substance	delivery_datatype=Physical and Chemical					A						translate_miscellaneous				
QFLAG.Sedimentation rate (dw)	delivery_datatype=Physical and Chemical	S	S			?						translate_miscellaneous				
reported_station_name		SOOP-OK003	SOOP-OK003	SOOP-OK003	SOOP-OK003	SOOP-OK003 Å13					phytoplankton-colorfantasy	translate_miscellaneous				
reported_station_name		SOOP-OK004	SOOP-OK004	SOOP-OK004	SOOP-OK004	SOOP-OK004 Anholt					phytoplankton-colorfantasy	translate_miscellaneous				
reproductive_organs		Y	Y	Ja	Yes	YES<or>yes<or>Yes<or>ja<or>Ja<or>JA<or>j<or>J<or>y<or>1						translate_miscellaneous				
reproductive_organs		N	N	Nej	No	NO<or>no<or>No<or>nej<or>Nej<or>NEJ<or>n<or>0						translate_miscellaneous				
sample_depth_quality_flag						A					physicalchemical	translate_miscellaneous				
sample_depth_quality_flag						1						translate_miscellaneous				
sample_depth_quality_flag						5						translate_miscellaneous				
sample_photo_code		Y	Y	Ja	Yes	YES<or>yes<or>Yes<or>ja<or>Ja<or>JA<or>j<or>J<or>y<or>1						translate_miscellaneous				
sample_photo_code		N	N	Nej	No	NO<or>no<or>No<or>nej<or>Nej<or>NEJ<or>n<or>0						translate_miscellaneous				
sampler_area_m2						999<or>-9						translate_miscellaneous				
sampling_laboratory_accreditated		Y	Y	Ja	Yes	YES<or>yes<or>Yes<or>ja<or>Ja<or>JA<or>j<or>J<or>y<or>1						translate_miscellaneous				
sampling_laboratory_accreditated		N	N	Nej	No	NO<or>no<or>No<or>nej<or>Nej<or>NEJ<or>n<or>0						translate_miscellaneous				
sampling_laboratory_accreditated						Okänt						translate_miscellaneous				
sampling_laboratory_accreditated_phyche	delivery_datatype=Physical and Chemical	Y	Y	Ja	Yes	True						translate_miscellaneous				
secchi_depth_quality_flag						A<or>ca						translate_miscellaneous				
station_photo		Y	Y	Ja	Yes	YES<or>yes<or>Yes<or>ja<or>Ja<or>JA<or>j<or>J<or>y<or>1						translate_miscellaneous				
station_photo		N	N	Nej	No	NO<or>no<or>No<or>nej<or>Nej<or>NEJ<or>n<or>0						translate_miscellaneous				
taxon_photo		Y	Y	Ja	Yes	YES<or>yes<or>Yes<or>ja<or>Ja<or>JA<or>j<or>J<or>y<or>1						translate_miscellaneous				
taxon_photo		N	N	Nej	No	NO<or>no<or>No<or>nej<or>Nej<or>NEJ<or>n<or>0						translate_miscellaneous				
transect_video		Y	Y	Ja	Yes	YES<or>yes<or>Yes<or>ja<or>Ja<or>JA<or>j<or>J<or>y<or>1						translate_miscellaneous				
transect_video		N	N	Nej	No	NO<or>no<or>No<or>nej<or>Nej<or>NEJ<or>n<or>0						translate_miscellaneous				
video_interpreted		Y	Y	Ja	Yes	YES<or>yes<or>Yes<or>ja<or>Ja<or>JA<or>j<or>J<or>y<or>1						translate_miscellaneous				
video_interpreted		N	N	Nej	No	NO<or>no<or>No<or>nej<or>Nej<or>NEJ<or>n<or>0						translate_miscellaneous				
water_land_station_type_code		C	C			CW						translate_miscellaneous				
water_land_station_type_code		MO	MO			O						translate_miscellaneous				
water_land_station_type_code		CF	CF			F						translate_miscellaneous				
monitoring_program_code		BEEP	BEEP	EU BEEP-projektet i Östersjön (2002-2004)	EU BEEP project in the Baltic (2002-2004)							translate_MPROG				
monitoring_program_code		BMP	BMP	HELCOM övervakningsprogram för Östersjön (BMP)	HELCOM Baltic Monitoring Programme (BMP)							translate_MPROG				
monitoring_program_code		BONUS	BONUS	EU BONUS-projekt (inklusive Beast och Barracuda)	EU BONUS project (including Beast and Barracuda)							translate_MPROG				
monitoring_program_code		CEMP	CEMP	OSPAR:s samordnade miljöövervakningsprogram (CEMP)	OSPAR Coordinated Environmental Monitoring Programme (CEMP)							translate_MPROG				
monitoring_program_code		CMP	CMP	ICES program för övervakning av samarbete (CMP)	ICES Cooperative Monitoring Studies Programme (CMP)							translate_MPROG				
monitoring_program_code		COMB	COMB	HELCOM samarbetsövervakning i Östersjöns marina miljö (COMBINE)	HELCOM Cooperative Monitoring in the Baltic Marine Environment (COMBINE)							translate_MPROG				
monitoring_program_code		EMP	EMP	OSPAR programmet för övervakning av övergödning (EMP)	OSPAR Eutrophication Monitoring Programme (EMP)							translate_MPROG				
monitoring_program_code		JMP	JMP	OSPAR:s gemensamma övervakningsprogram	OSPAR Joint Monitoring Programme (JMP)							translate_MPROG				
monitoring_program_code		MMP	MMP	OSPAR-övervakningsplan (MMP) för Arbetsgruppen för Nordsjön	OSPAR Monitoring Master Plan (MMP) of the North Sea Task Force							translate_MPROG				
monitoring_program_code		NATL	NATL	Nationellt övervakningsprogram	National Monitoring Programme	NAT						translate_MPROG				
monitoring_program_code		NMP	NMP	OSPAR-programmet för övervakning av näringsämnen (NMP) i den gemensamma bedömningen	OSPAR Nutrients Monitoring Programme (NMP) of the Joint Assessment							translate_MPROG				
monitoring_program_code		PROJ	PROJ	Projektdata	Project data							translate_MPROG				
monitoring_program_code		RECIP	RECIP	Mottagarkontroll	Recipient control							translate_MPROG				
monitoring_program_code		SRECIP	SRECIP	Samordnad Mottagarkontroll	Coordinated Recipient control							translate_MPROG				
monitoring_program_code		REG	REG	Regionala data	Regional data							translate_MPROG				
monitoring_program_code		WFD	WFD	Ramdirektivet för vatten	Water Framework Directive							translate_MPROG				
monitoring_program_code		WGA	WGA	ICES arbetsgruppsverksamhet	ICES Working Group activity							translate_MPROG				
monitoring_station_type_code		B	B	WFD B - Baslinje/referensstation	WFD B - Baseline/Reference station							translate_MSTAT				
monitoring_station_type_code		IH-H	IH-H	Hamn där påverkan är antifoulanter, eldningsolja/petroleumprodukter	Harbour where impact is antifoulants, fuel oil/petroleum products							translate_MSTAT				
monitoring_station_type_code		IP-B	IP-B	Där påverkan är förbränning av fossila bränslen/icke-kärnkraftverk	Where impact is fossil fuel burning/non-nuclear power plant							translate_MSTAT				
monitoring_station_type_code		IH-C	IH-C	Där påverkan är kemisk/farmaceutisk industri	Where impact is chemical/pharmaceutical industry							translate_MSTAT				
monitoring_station_type_code		ID	ID	Påverkas direkt av störningar som muddring eller trålning	Impacted directly from disruptions such as dredging or trawling							translate_MSTAT				
monitoring_station_type_code		RP	RP	WFD R(PHY) – Representativt för allmänna villkor för näringsämnen/organiskt material	WFD R(PHY) - Representative of general conditions for nutrients/organic matter							translate_MSTAT				
monitoring_station_type_code		IP-N	IP-N	Där påverkan är av kärnkraftverk	Where impact is nuclear power plant							translate_MSTAT				
#unit		%	%	Procent	Percent							translate_MUNIT				
#unit		% (dry weight)	% (dry weight)	Procent av torrvikt	Percent of dry weight							translate_MUNIT				
#unit		C	C	Grader celcius	Degrees celcius							translate_MUNIT				
#unit		cells/l	cells/l	Celler/liter	Cells/litre							translate_MUNIT				
#unit		cm	cm	Centimeter	Centimeter							translate_MUNIT				
#unit		d	d	Dag	Day							translate_MUNIT				
#unit		g	g	Gram	Gram							translate_MUNIT		g	Grams	http://vocab.nerc.ac.uk/collection/P06/current/UGRM/
#unit		g/anlyzed unit	g/anlyzed unit	Gram per analyserad enhet	Gram per analyzed unit							translate_MUNIT				
#unit		g/g	g/g	Gram/gram	Gram/gram							translate_MUNIT				
#unit		g/kg	g/kg	Gram/kilogram	Gram/kilogram							translate_MUNIT				
#unit		g/l	g/l	Gram/liter	Gram/liter							translate_MUNIT				
#unit		g/m2/day	g/m2/day	Gram/kvadratmeter/ dag	Gram/square meter/ day							translate_MUNIT				
#unit		hr	hr	Timme	Hour							translate_MUNIT				
#unit		ind/analyzed unit	ind/analyzed unit	Antal individer räknade per analyserad enhet	Number of individuals counted per analyzed unit							translate_MUNIT				
#unit		kg	kg	Kilogram	Kilogram							translate_MUNIT		kg	Kilograms	http://vocab.nerc.ac.uk/collection/P06/current/KGXX/
#unit		kmE	kmE	Kilometer österut (hämta)	Kilometers East (fetch)							translate_MUNIT				
#unit		kmN	kmN	Kilometer norrut (hämta)	Kilometers North (fetch)							translate_MUNIT				
#unit		kmNE	kmNE	Kilometer nordost (hämta)	Kilometers Northeast (fetch)							translate_MUNIT				
#unit		kmNW	kmNW	Kilometer nordväst (hämta)	Kilometers Northwest (fetch)							translate_MUNIT				
#unit		kmS	kmS	Kilometer söderut (hämta)	Kilometers South (fetch)							translate_MUNIT				
#unit		kmSE	kmSE	Kilometer sydost (hämta)	Kilometers Southeast (fetch)							translate_MUNIT				
#unit		kmSW	kmSW	Kilometer sydväst (hämta)	Kilometers Southwest (fetch)							translate_MUNIT				
#unit		kmW	kmW	Kilometer västerut (hämta)	Kilometers West (fetch)							translate_MUNIT				
#unit		m	m	Meter	Meter							translate_MUNIT				
#unit		m2	m2	Kvadratmeter	Square meter							translate_MUNIT				
#unit		mg	mg	Milligram	Milligram							translate_MUNIT				
#unit		mg/g	mg/g	Milligram/gram	Milligram/gram							translate_MUNIT				
#unit		mg/kg	mg/kg	Milligram/kilogram	Milligram/kilogram							translate_MUNIT				
#unit		mg/l	mg/l	Milligram/liter	Milligram/liter							translate_MUNIT		mg/l	Milligrams per litre	http://vocab.nerc.ac.uk/collection/P06/current/UMGL/
#unit		mg/m3 (ug/l)	mg/m3 (ug/l)	Milligram/cubic meter = microgram/liter	Milligram/kubikmeter = mikrogram/liter							translate_MUNIT		mg/m3	Milligrams per cubic metre	http://vocab.nerc.ac.uk/collection/P06/current/UMMC/
#unit		mg/ml	mg/ml	Milligram/milliliter	Milligram/milliliter							translate_MUNIT				
#unit		mhos	mhos	Millihos	Millihos							translate_MUNIT				
#unit		mhos/m	mhos/m	Mhos/meter	Mhos/meter							translate_MUNIT				
#unit		ml	ml	Milliliter	Milliliter							translate_MUNIT				
#unit		mm	mm	Millimeter	Millimeter							translate_MUNIT				
#unit		mo	mo	Mol	Moles							translate_MUNIT				
#unit		mo/l	mo/l	Mol/liter	Moles/liter							translate_MUNIT				
#unit		mV	mV	Millivolt	Millivolt							translate_MUNIT				
#unit		ng	ng	Nanogram	Nanogram							translate_MUNIT				
#unit		ng/g	ng/g	Nanogram/gram	Nanogram/gram							translate_MUNIT				
#unit		ng/l	ng/l	Nanogram/liter	Nanogram/liter							translate_MUNIT				
#unit		ng/ml	ng/ml	Nanogram/milliliter	Nanogram/milliliter							translate_MUNIT				
#unit		nm/mo	nm/mo	Nanomol/mol	Nanomole/mole							translate_MUNIT				
#unit		nr/i	nr/i	Antal per individ	Number per individual							translate_MUNIT				
#unit		nr/m2	nr/m2	Antal individer per kvadratmeter	Number of individuals per square meter							translate_MUNIT		nr/m2	Number per square metre	http://vocab.nerc.ac.uk/collection/P06/current/UPMS/
#unit		nr25cell	nr25cell	Antal 25-cellgrupper	Number of 25 cell group							translate_MUNIT				
#unit		nrcells	nrcells	Antal celler	Number of cells							translate_MUNIT				
#unit		nrcol	nrcol	Antal kolonier	Number of colonies							translate_MUNIT				
#unit		nrfil100	nrfil100	Antal filament 100 um	Number of filaments 100 um							translate_MUNIT				
#unit		pg	pg	Pikogram	Picogram							translate_MUNIT				
#unit		ppm	ppm	Delar per miljon	Parts per million							translate_MUNIT				
#unit		ppm (dry weight)	ppm (dry weight)	Delar per miljon torrvikt	Parts per million of dry weight							translate_MUNIT				
#unit		ppt	ppt	Delar per tusen	Parts per thousand							translate_MUNIT				
#unit		st	st	Skede	Stage							translate_MUNIT				
#unit		ug	ug	Mikrogram	Microgram							translate_MUNIT				
#unit		ug/analyzed unit	ug/analyzed unit	Mikrogram per analyserad enhet	Microgram per analyzed unit							translate_MUNIT				
#unit		ug/g	ug/g	Mikrogram/gram	Microgram/gram							translate_MUNIT				
#unit		ug/kg	ug/kg	Mikrogram/kilogram	Microgram/kilogram							translate_MUNIT				
#unit		ug/m3	ug/m3	Mikrogram/kubikmeter	Microgram/cubic meter							translate_MUNIT				
#unit		um3	um3	Kubikmikrometer	Cubic micrometer							translate_MUNIT				
#unit		w	w	Vecka	Week							translate_MUNIT				
#unit		y	y	År	Year							translate_MUNIT				
station_N2000_code		1110	1110	Sublittorala sandbankar	Sublittoral sandbanks							translate_NTYPE				
station_N2000_code		1130	1130	Estuarier	Estuaries							translate_NTYPE				
station_N2000_code		1150	1150	Natura 2000-habitatet Laguner (ospecificerat)	Natura 2000 habitat Lagoons (unspecified)							translate_NTYPE				
station_N2000_code		1151	1151	Laguner vid rörlig kust, d.v.s. avgränsade av sandrevlar eller liknande som flyttas	Lagoons at movable coast, i.e. bounded by sandbars or similar that are moved							translate_NTYPE				
station_N2000_code		1152	1152	Lagunartade vikar med smala sund	Lagoon-like bays with narrow straits							translate_NTYPE				
station_N2000_code		1153	1153	Flada eller förstadium till flada på landhöjningskust	Flada or precursor to flada on land uplifting coast							translate_NTYPE				
station_N2000_code		1154	1154	Glo eller gloflada på landhöjningskust	Glo or gloflada on land uplifting coast							translate_NTYPE				
station_N2000_code		1160	1160	Natura 2000-habitatet Stora grunda vikar och sund	Natura 2000 habitat Large shallow bays and straits							translate_NTYPE				
station_N2000_code		1170	1170	Rev	Reefs							translate_NTYPE				
station_N2000_code		1620	1620	Skär och små öar i Östersjön	Baltic sea islets and small islands							translate_NTYPE				
station_N2000_code		1650	1650	Natura 2000-habitatet Smala vikar i Östersjön	Natura 2000 habitat Narrow bays in the Baltic Sea							translate_NTYPE				
obspoint	delivery_datatype=Grey seal	L	L	Observationen gjordes från land	Observation made from Land	L &						translate_OBSPOINT				
obspoint	delivery_datatype=Grey seal	S	S	Observationen gjordes från fartyg	Observation made from Ship	B<or>B &						translate_OBSPOINT				
obspoint	delivery_datatype=Grey seal	A	A	Observationen gjordes från flyg	Observation made from Aeroplane	F						translate_OBSPOINT				
obspoint	delivery_datatype=Grey seal					BU						translate_OBSPOINT				
#parameter		ABUND	ABUND	Förekomst (dvs. antal per område)	Abundance (i.e. numbers per area)							translate_PARAM				
#parameter		AL	AL	Aluminium	Aluminium							translate_PARAM				
#parameter		ALKY	ALKY	Total alkalinitet	Total alkalinity							translate_PARAM				
#parameter		AMON	AMON	Ammonium (NH4-N)	Ammonium (NH4-N)							translate_PARAM				
#parameter		BMAFDWT	BMAFDWT	Biomassa - askfri torrvikt	Biomass - ash free dry weight							translate_PARAM				
#parameter		BMCCONT	BMCCONT	Biomassa - kolinnehåll	Biomass - carbon content							translate_PARAM				
#parameter		BMCEVOL	BMCEVOL	Biomassa - cellvolym (um3)	Biomass - cell volume (um3)							translate_PARAM				
#parameter		CDOM	CDOM	Färgat upplöst organiskt material	Colored dissolved organic matter							translate_PARAM				
#parameter		CHLA_MGM3	CHLA_MGM3	Klorofyll a koncentration (mg/m3 = ug/l)	Chlorophyll a concentration (mg/m3 = ug/l)							translate_PARAM				
#parameter		CINOR	CINOR	oorganiskt kol	Inorganic carbon							translate_PARAM				
#parameter		CNDC_25	CNDC_25	Konduktivitet_25-(vattenhämtare) vid 25 °C	Electrical conductivity at 25 °C							translate_PARAM				
#parameter		CNDC_CTD	CNDC_CTD	Konduktivitet-CTD	Conductivity-CTD							translate_PARAM				
#parameter		CONC	CONC	Koncentration	Concentration							translate_PARAM				
#parameter		CORG	CORG	Organiskt kol	Organic carbon							translate_PARAM				
#parameter		COUNTNR	COUNTNR	Förekomstnummer (antal räknade)	Abundance number (number counted)							translate_PARAM				
#parameter		COVER_AREA	COVER_AREA	Täckyta (m2)	Cover area (m2)							translate_PARAM				
#parameter		CPHL	CPHL	Klorofyll-a	Chlorophyll-a							translate_PARAM				
#parameter		CPHLC	CPHLC	Klorofyll-a (SCOR/UNESCO-metod)	Chlorophyll-a (SCOR/UNESCO method)							translate_PARAM				
#parameter		CPHLL	CPHLL	Klorofyll-a(Lorenz-metod)	Chlorophyll-a (Lorenz method)							translate_PARAM				
#parameter		CTOT	CTOT	Totalt kol	Total carbon							translate_PARAM				
#parameter		CURVEL	CURVEL	Strömhastighet 	Current velocity							translate_PARAM				
#parameter		DEPH	DEPH	Djup (provtagning)	Depth (of sampling)							translate_PARAM				
#parameter		DEPOS_AREA	DEPOS_AREA	Område täckt med deponerat material (m2)	Area covered with deposited material (m2)							translate_PARAM				
#parameter		DISPT	DISPT	Avstånd från punktkällan (MATRX=SI)	Distance from point source (MATRX=SI)							translate_PARAM				
#parameter		DISTS	DISTS	Avstånd till land (MATRX=SI)	Distance to shore (MATRX=SI)							translate_PARAM				
#parameter		DOXY	DOXY	Löst syre	Dissolved oxygen							translate_PARAM				
#parameter		DOXY_BTL	DOXY_BTL	Syrgashalt (vattenhämtare)	Dissolved oxygen (bottle)							translate_PARAM				
#parameter		DOXY_CTD	DOXY_CTD	Syrgashalt-(CTD)	Dissolved oxygen (CTD)							translate_PARAM				
#parameter		DRYWT	DRYWT	Torrvikt	Dry weight							translate_PARAM				
#parameter		ESTSR	ESTSR	Uppskattad sedimenteringshastighet (ex. mm/år) (MATRX=SI)	Estimated sedimentation rate (ex. mm/year) (MATRX=SI)							translate_PARAM				
#parameter		GSMF1000	GSMF1000	Kornstorlek Massfraktion <1000 mikron	Grain Size Mass Fraction <1000 micron							translate_PARAM				
#parameter		GSMF20	GSMF20	Kornstorlek Massfraktion <20 mikron	Grain Size Mass Fraction <20 micron							translate_PARAM				
#parameter		GSMF500	GSMF500	Kornstorlek Massfraktion <500 mikron	Grain Size Mass Fraction <500 micron							translate_PARAM				
#parameter		GSMF63	GSMF63	Kornstorlek Massfraktion <63 mikron	Grain Size Mass Fraction <63 micron							translate_PARAM				
#parameter		GSMF90	GSMF90	Kornstorlek Massfraktion <90 mikron	Grain Size Mass Fraction <90 micron							translate_PARAM				
#parameter		H2S	H2S	Svavelväte	Hydrogen sulphide							translate_PARAM				
#parameter		HUMUS	HUMUS	Humus	Humus							translate_PARAM				
#parameter		K	K	Kalium	Potassium							translate_PARAM				
#parameter		LNMAX	LNMAX	Längd (max) (i kombination med matrx)	Length (max) (in combination with matrx)							translate_PARAM				
#parameter		LNMEA	LNMEA	Längd (medelvärde eller individ) (i kombination med matrx)	Length (mean or individual) (in combination with matrx)							translate_PARAM				
#parameter		LNMIN	LNMIN	Längd (min) (i kombination med matrx)	Length (min) (in combination with matrx)							translate_PARAM				
#parameter		LOIGN	LOIGN	Förlust vid antändning	Loss on ignition							translate_PARAM				
#parameter		N	N	Kväve	Nitrogen							translate_PARAM				
#parameter		nan		Natrium	Sodium							translate_PARAM				
#parameter		NORG	NORG	Organiskt kväve (N)	Organic nitrogen (N)							translate_PARAM				
#parameter		NTOT	NTOT	Totalt kväve (N)	Total nitrogen (N)							translate_PARAM				
#parameter		NTRA	NTRA	Nitrat (NO3-N)	Nitrate (NO3-N)							translate_PARAM				
#parameter		NTRI	NTRI	Nitrit (NO2-N)	Nitrite (NO2-N)							translate_PARAM				
#parameter		NTRZ	NTRZ	Nitrat + nitrit (-N)	Nitrate + nitrite (-N)							translate_PARAM				
#parameter		PH	PH	Vätejonkoncentration (pH)	Hydrogen ion concentration (pH)							translate_PARAM				
#parameter		PH_LAB	PH_LAB	pH Laboratorium	pH Laboratorium							translate_PARAM				
#parameter		PH_LAB_TEMP	PH_LAB_TEMP	Temperatur, pH Laboratorium	Temperature, pH Laboratorium							translate_PARAM				
#parameter		PHOS	PHOS	Fosfat (PO4-P)	Phosphate (PO4-P)							translate_PARAM				
#parameter		POC	POC	Partikulärt organiskt kol	Particulate organic carbon							translate_PARAM				
#parameter		PON	PON	Partikulärt Organiskt Kväve (PON)	Particulate Organic Nitrogen							translate_PARAM				
#parameter		POPDEN	POPDEN	Populationstäthet	Population density							translate_PARAM				
#parameter		PRES_CTD	PRES_CTD	Tryck-(CTD)	Pressure-(CTD)							translate_PARAM				
#parameter		PTOT	PTOT	Totalt fosfor (P)	Total phosphorus (P)							translate_PARAM				
#parameter		REDOX	REDOX	Redox potential	Redox potential							translate_PARAM				
#parameter		S	S	Svavel	Sulfur							translate_PARAM				
#parameter		SALT_BTL	SALT_BTL	Salinitet-(vattenhämtare)	Salinity-(bottle)							translate_PARAM				
#parameter		SALT_CTD	SALT_CTD	Salinitet-(CTD)	Salinity-(CTD)							translate_PARAM				
#parameter		SDEPL	SDEPL	Sedimentdjup från ytan (lägre)	Sediment depth from surface (lower)							translate_PARAM				
#parameter		SDEPU	SDEPU	Sedimentdjup från ytan (övre)	Sediment depth from surface (upper)							translate_PARAM				
#parameter		SECCHI	SECCHI	Secchi-djup	Secchi depth							translate_PARAM				
#parameter		SED_AL	SED_AL	Sediment aluminiumhalt (% av våtvikt)	Sediment aluminum content (% of wet weight)							translate_PARAM				
#parameter		SED_C	SED_C	Sediment kolhalt (% av våtvikt)	Sediment carbon content (% of wet weight)							translate_PARAM				
#parameter		SED_FE	SED_FE	Sediment järnhalt (% av våtvikt)	Sediment iron content (% of wet weight)							translate_PARAM				
#parameter		SED_MG	SED_MG	Sediment magnesiumhalt (% av våtvikt)	Sediment magnesium content (% of wet weight)							translate_PARAM				
#parameter		SED_MN	SED_MN	Sediment manganhalt (ppm våtvikt)	Sediment manganese content (ppm of wet weight)							translate_PARAM				
